pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"1.3-beta-glucanosyltransferase activity"	0.767699115044248	1	0.0626618230932492	0.340962195727933	0.755061707619991	7	Afu8g02130 Afu6g11390 Afu2g12850 Afu3g13200 Afu2g01170
"2 iron. 2 sulfur cluster binding"	0.586283185840708	1	0.0760837160951725	0.406087714114048	0.899282344800233	7	Afu3g04300 Afu4g05950 Afu5g07750 Afu4g06770 Afu6g12490 Afu2g14960 Afu6g07670
"3'-5'-RNA exonuclease activity"	0.225321888412017	0.870175438596491	0.133554954557592	0.585108812080161	1.23830470525909	6	Afu3g09880 Afu4g12250 Afu7g00870 Afu4g12750
"90S preribosome"	0.000231084310960274	0.00835754924639658	0.518848077743792	0.884776180279392	1.95933925201585	7	Afu5g03090 Afu3g04110 Afu3g11110 Afu6g13370 Afu6g04590 Afu3g06010 Afu3g13280
"ATP binding"	0.653295128939828	1	0.0840745577910723	0.267593321313015	0.877742688906022	27	Afu6g03580 Afu2g15130 Afu5g11810 Afu4g13440 Afu5g12990 Afu6g06870 Afu6g04050 Afu2g15760
"ATP export"	0.333333333333333	1	0.109684061970549	0.482060206046142	1.14018285718976	9	Afu5g06520 Afu2g11760
"ATP hydrolysis activity"	0.835680751173709	1	0.0982123351217438	0.218009450104481	0.821937299334948	60	Afu6g03580 Afu2g15130 Afu8g03930 Afu5g07020 Afu1g09800 Afu4g11820 Afu7g05660 Afu2g10140 Afu5g11810 Afu2g09060 Afu4g13440 Afu3g10890
"Arp2/3 complex-mediated actin nucleation"	0.419776119402985	1	0.0847985102819124	-0.572544763715635	-1.08773031145323	6	Afu5g01860 Afu1g13330 Afu5g11560 Afu3g10700 Afu6g02370
"Arp2/3 protein complex"	0.419776119402985	1	0.0847985102819124	-0.572544763715635	-1.08773031145323	6	Afu5g01860 Afu1g13330 Afu5g11560 Afu3g10700 Afu6g02370
"CMG complex"	0.845149253731343	1	0.0501934252649434	-0.355598361135616	-0.67557183406957	6	Afu4g11620
"COP9 signalosome"	0.648745519713262	1	0.060640400949416	-0.415374114422269	-0.845578497183818	8	Afu3g06610 Afu3g06700 Afu8g04440 Afu2g16250
"COPII-coated ER to Golgi transport vesicle"	0.0581631369288817	0.456195206514482	0.321775918075361	0.586207377121259	1.53080958791872	12	Afu6g06620 Afu4g03040 Afu8g02130 Afu2g10930 Afu6g07290 Afu7g04290 Afu2g16800
"DNA binding"	0.985074626865672	1	0.0650877566917313	0.160136899347643	0.537300935874174	30	Afu5g04220 Afu4g12470 Afu8g05570 Afu6g05300 Afu2g05540 Afu2g13090 Afu5g04190 Afu2g14080 Afu2g01260 Afu2g05830 Afu2g08620 Afu7g01920 Afu7g03860 Afu1g14680 Afu4g04390
"DNA damage checkpoint signaling"	0.0705596107055961	0.512208555167982	0.266350657088526	0.553424254820286	1.4452004333791	12	Afu1g07000 Afu1g04950 Afu5g06750 Afu4g12680 Afu4g04760 Afu6g13160 Afu2g03290
"DNA damage response"	0.976190476190476	1	0.072003313661988	0.185901370984244	0.652912304233201	40	Afu1g07000 Afu3g14010 Afu4g12680 Afu5g07320 Afu4g04760 Afu2g05850 Afu6g10980 Afu6g13160 Afu4g11070 Afu6g10965 Afu2g16130 Afu1g09950 Afu1g13790 Afu7g03750 Afu4g06180 Afu8g05500 Afu3g14230 Afu1g07320 Afu5g12660 Afu6g11410 Afu5g12250 Afu8g04880 Afu1g10470 Afu5g13220 Afu4g06800 Afu2g12030 Afu7g05440 Afu2g12940 Afu2g14920 Afu1g13020 Afu4g07170 Afu3g06700 Afu3g12250 Afu7g01270 Afu5g06040 Afu4g10660 Afu5g10740 Afu5g03490 Afu5g04130
"DNA methylation"	0.5	1	0.0828962134571565	0.45845354964167	0.97025574721003	6	Afu4g13320 Afu2g03390 Afu5g01980 Afu1g13790 Afu6g07550
"DNA recombination"	0.925373134328358	1	0.0460457683018055	-0.303694873889571	-0.576964703368976	6	Afu2g03210
