pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"1.3-beta-glucanosyltransferase activity"	0.982142857142857	1	0.0369160593316849	-0.247859866360583	-0.455160173288884	7	Afu6g12410
"2 iron. 2 sulfur cluster binding"	0.852331606217617	1	0.0652353056017703	0.319798295443099	0.683565346373325	7	Afu3g04300
"3'-5'-RNA exonuclease activity"	0.781954887218045	1	0.0678338263479455	0.36801579987936	0.740601653934349	6	Afu3g09880 Afu4g12250 Afu4g12750
"90S preribosome"	0.00849121723214359	0.229262865267877	0.380730400722792	0.806218144750255	1.72328243527716	7	Afu3g04110 Afu5g03090 Afu3g11110 Afu6g13370 Afu6g04590 Afu3g06010 Afu3g13280
"ATP binding"	0.982051282051282	1	0.0252712808055621	-0.211397635984686	-0.493224899864369	27	Afu5g04170 Afu1g12610 Afu1g07440 Afu3g14470
"ATP export"	0.419263456090652	1	0.109684061970549	0.440028717730329	1.02506294974121	9	Afu5g06520 Afu2g11760
"ATP hydrolysis activity"	0.994407158836689	1	0.0161937051076875	-0.19780205985878	-0.517239940622558	60	Afu4g09440 Afu5g04170 Afu2g04620 Afu5g11130 Afu2g15960 Afu1g15270 Afu2g09960 Afu2g09290 Afu3g08000 Afu2g17110 Afu5g11010 Afu2g05510 Afu5g07050 Afu1g10410 Afu5g03600 Afu5g05570 Afu6g04380 Afu5g10550 Afu4g09360 Afu1g13330 Afu6g04170 Afu4g07310
"Arp2/3 complex-mediated actin nucleation"	0.562189054726368	1	0.0637845390312975	-0.526779633962801	-0.936553944829742	6	Afu5g01860 Afu1g13330 Afu5g11560 Afu3g10700 Afu6g06500
"Arp2/3 protein complex"	0.562189054726368	1	0.0637845390312975	-0.526779633962801	-0.936553944829742	6	Afu5g01860 Afu1g13330 Afu5g11560 Afu3g10700 Afu6g06500
"CMG complex"	0.729684908789387	1	0.051530912208539	-0.434073171929425	-0.771732457568716	6	Afu4g11620
"COP9 signalosome"	0.946372239747634	1	0.0373029764832679	-0.282495667244367	-0.531922340340703	8	Afu3g06610 Afu8g04440 Afu2g16250 Afu8g04880 Afu3g06700 Afu5g07260 Afu8g05500 Afu4g12630
"COPII-coated ER to Golgi transport vesicle"	0.149068322981366	1	0.204294756516886	0.533338331146117	1.34968532224405	12	Afu4g03040 Afu6g06620 Afu7g04290 Afu2g10930 Afu6g07290 Afu2g16800 Afu4g13190
"DNA binding"	0.975728155339806	1	0.0911073131586733	0.199713499809549	0.640377750131356	30	Afu5g04220 Afu6g05300 Afu2g01260 Afu2g13090 Afu4g12470 Afu8g05570 Afu5g04190 Afu7g03860 Afu2g14080 Afu2g05540 Afu2g05830
"DNA damage checkpoint signaling"	0.22360248447205	1	0.16440575583821	0.480948596641637	1.21710596020006	12	Afu1g07000 Afu4g04760 Afu5g06750 Afu2g03290 Afu1g04950 Afu4g12680 Afu6g13160
"DNA damage response"	0.994082840236686	1	0.101713902282311	0.148409532576455	0.51239996646772	40	Afu1g07000 Afu4g04760 Afu6g10965 Afu2g05850 Afu3g14010 Afu2g16130 Afu4g12680 Afu4g11070 Afu8g05500 Afu1g09950 Afu6g13160 Afu1g13790 Afu4g06180 Afu5g13220 Afu7g03750 Afu5g07320 Afu6g10980 Afu1g07320 Afu1g13020 Afu1g10470 Afu6g11410 Afu5g12250 Afu2g12030 Afu5g12660 Afu3g06700 Afu3g14230 Afu8g04880 Afu5g06040 Afu2g14920 Afu4g06800 Afu4g10660 Afu7g05440 Afu4g07170 Afu7g01270 Afu5g03490 Afu2g12940 Afu5g10740 Afu3g12250 Afu5g04130
"DNA methylation"	0.483709273182957	1	0.0934449219410994	0.493799306219797	0.993730657808441	6	Afu4g13320 Afu5g01980 Afu2g03390 Afu6g07550 Afu1g13790
"DNA recombination"	0.956882255389718	1	0.0391155247681459	-0.283457343797778	-0.503954740102036	6	Afu2g03210 Afu3g09850 Afu2g10500 Afu5g12050 Afu4g06970 Afu2g08750
"DNA repair"	1	1	0.0992333343771191	0.12794027408468	0.442717245878047	39	Afu5g02570 Afu1g07000 Afu4g04760 Afu4g09820 Afu1g14310
"DNA replication initiation"	0.404145077720207	1	0.106323255932708	0.486036913773081	1.03889856840288	7	Afu2g17050 Afu5g02520 Afu2g09060
"DNA replication origin binding"	0.831831831831832	1	0.0738052724171275	0.277994073475261	0.68694355654373	11	Afu5g02520 Afu2g03290 Afu3g14010 Afu2g09060 Afu2g10730
"DNA replication preinitiation complex"	0.858646616541354	1	0.0395979123961192	-0.318361860242818	-0.636424211945054	10	Afu4g11620
"DNA strand elongation involved in DNA replication"	0.813664596273292	1	0.0766746872490091	0.286486486486486	0.724993092098129	12	Afu2g12250 Afu3g14010 Afu2g09060 Afu5g01870 Afu2g12220 Afu1g04900 Afu3g08300
"DNA translocase activity"	0.771929824561403	1	0.0684714904492088	0.376192461756663	0.757056516230962	6	Afu3g05560 Afu4g13460 Afu3g02330 Afu7g05510
"DNA-binding transcription activator activity. RNA polymerase II-specific"	0.173913043478261	1	0.188204146308491	0.517424641382794	1.30941356182108	12	Afu6g12522 Afu3g06740 Afu2g01260
"DNA-binding transcription factor activity"	0.219298245614035	1	0.199915231309662	0.378275385046218	1.17665469706627	26	Afu2g11780 Afu1g13510 Afu2g13380 Afu6g12522 Afu5g06410 Afu6g05300 Afu6g04570 Afu4g12470 Afu8g05570 Afu8g02710 Afu1g11620 Afu1g04830
"DNA-binding transcription factor activity. RNA polymerase II-specific"	0.253246753246753	1	0.106323255932708	-0.668278887215731	-1.22720123502329	7	Afu5g00135
"DNA-directed 5'-3' RNA polymerase activity"	0.189910979228487	1	0.175204047558551	0.544908870604108	1.31015885696824	10	Afu6g04610 Afu2g15610 Afu2g05480 Afu1g14110 Afu3g08040 Afu2g08840 Afu7g01920
"DNA-directed DNA polymerase activity"	0.878186968838527	1	0.0681513438679483	0.279465742251223	0.65102564119285	9	Afu2g10730 Afu3g09560 Afu2g08840 Afu3g06780 Afu5g13020 Afu4g07970 Afu2g16600 Afu6g10560 Afu5g12640
"DNA-templated DNA replication"	0.477272727272727	1	0.0707899094502623	-0.551802601046571	-1.01330873449368	7	Afu4g11620 Afu5g03450 Afu6g08210
"DNA-templated transcription termination"	0.879699248120301	1	0.0621124188949471	0.324366797975963	0.652761612792539	6	Afu5g05680 Afu2g05480 Afu6g02060
"G protein-coupled receptor signaling pathway"	0.493734335839599	1	0.0922597260527354	0.49123621819182	0.988572653088749	6	Afu1g12930 Afu6g06860 Afu1g13140
"G1/S transition of mitotic cell cycle"	0.632352941176471	1	0.0525898950623616	-0.4212434045333	-0.857772677568994	12	Afu6g07980 Afu5g05790 Afu2g14110 Afu6g10830 Afu5g06060 Afu5g12180
"G2/M transition of mitotic cell cycle"	0.5949177877429	1	0.0561766586307176	-0.438204216048623	-0.883875941468684	11	Afu6g07980 Afu5g09200 Afu5g03610 Afu8g05680 Afu6g02670 Afu5g06060
"GPI anchor biosynthetic process"	0.514657980456026	1	0.105520936843198	0.359697520047651	0.957622688487506	15	Afu6g05260 Afu5g06050 Afu4g03970 Afu2g01070 Afu1g14870 Afu4g11280 Afu2g05040 Afu3g09860 Afu6g04290
"GTP binding"	0.472527472527473	1	0.118815039412263	0.35742209162343	1.00704596253935	19	Afu4g07580 Afu1g12930 Afu2g04820 Afu1g06390 Afu3g06690 Afu6g06900 Afu2g05740 Afu4g08040 Afu5g03080 Afu6g13300
"GTPase activator activity"	0.367697594501718	1	0.132147260608774	0.389831269750792	1.07310398615277	17	Afu3g09900 Afu6g04000 Afu7g04300 Afu1g12680 Afu2g09830 Afu2g15050 Afu6g06400 Afu3g06280 Afu2g11180
"GTPase activity"	0.454545454545455	1	0.155241966228839	0.293916159117037	1.0002832240317	36	Afu5g08950 Afu1g06520 Afu5g13520 Afu2g13530 Afu4g11820 Afu1g12930 Afu8g02840 Afu3g06690 Afu5g03880 Afu1g13140 Afu3g10340 Afu6g06900 Afu2g05740 Afu5g03080 Afu3g14350 Afu6g13300
