pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"1.3-beta-glucanosyltransferase activity"	0.950471698113208	1	0.0555947097758869	-0.229386671710158	-0.485817486265386	7	Afu8g02130 Afu6g11390
"2 iron. 2 sulfur cluster binding"	0.750865051903114	1	0.0521630305460055	0.38057952270757	0.763268754724494	7	Afu2g14960 Afu4g06770 Afu6g07670
"3'-5'-RNA exonuclease activity"	0.457831325301205	1	0.0943563635421779	-0.485344488913969	-0.981930460336826	6	Afu3g09880 Afu4g12250
"90S preribosome"	0.00825428867897522	0.413349379231759	0.380730400722792	-0.869734151329243	-1.84200788985606	7	Afu5g03090 Afu3g11110 Afu3g04110 Afu6g13370 Afu3g13280 Afu6g04590 Afu3g06010
"ATP binding"	0.961139896373057	1	0.059476028695732	-0.199604711941318	-0.518602348266954	27	Afu6g03580 Afu2g15130 Afu5g11700 Afu4g13440 Afu4g08300 Afu2g15760
"ATP export"	0.67910447761194	1	0.0745500777420554	-0.354504527878535	-0.778134053025273	9	Afu5g06520
"ATP hydrolysis activity"	0.942211055276382	1	0.0589694466690997	-0.197721921723406	-0.574255227225966	60	Afu6g03580 Afu5g07020 Afu8g03930 Afu2g15130 Afu1g09800 Afu2g10140 Afu7g03710 Afu6g04170 Afu5g11700 Afu2g09060 Afu4g13440 Afu4g06710 Afu4g08300 Afu4g11820 Afu4g12680 Afu7g05660 Afu5g11130 Afu3g05530 Afu1g02480
"Arp2/3 complex-mediated actin nucleation"	0.836456558773424	1	0.0465084048719157	0.35119108475616	0.686042036771666	6	Afu5g01860 Afu5g11560 Afu1g13330 Afu6g02370 Afu3g10700
"Arp2/3 protein complex"	0.836456558773424	1	0.0465084048719157	0.35119108475616	0.686042036771666	6	Afu5g01860 Afu5g11560 Afu1g13330 Afu6g02370 Afu3g10700
"CMG complex"	0.960817717206133	1	0.0401660980049421	0.263840152386555	0.515404414810515	6	Afu4g11620 Afu4g12430 Afu6g08210
"COP9 signalosome"	0.823821339950372	1	0.0647943366000727	-0.30667757439411	-0.657826611417202	8	Afu8g05500 Afu8g04880 Afu8g04440 Afu4g12630 Afu5g07260 Afu3g06610 Afu2g16250 Afu3g06700
"COPII-coated ER to Golgi transport vesicle"	0.485294117647059	1	0.0919686140000427	-0.407490234051694	-0.932891396263349	12	Afu8g02130 Afu6g06620 Afu2g10930 Afu4g03040 Afu6g07290 Afu2g16800
"DNA binding"	0.99835255354201	1	0.0368389606870506	0.140587514826957	0.399261513164057	30	Afu3g10120 Afu3g12730 Afu4g06530 Afu3g11610 Afu2g14720 Afu2g12330 Afu3g10920 Afu2g14680 Afu2g01260
"DNA damage checkpoint signaling"	0.620098039215686	1	0.0785029047348687	-0.351048204474407	-0.803675333201548	12	Afu1g07000 Afu6g13160 Afu5g06750 Afu4g12680
"DNA damage response"	0.974619289340102	1	0.0578529757032509	-0.188160459628604	-0.516900080895891	40	Afu1g07000 Afu6g13160 Afu6g10980 Afu8g05500 Afu5g07320 Afu4g12680 Afu1g09950 Afu8g04880 Afu3g12250 Afu3g14010 Afu5g12250 Afu2g16130 Afu2g14920 Afu2g05850 Afu4g06180 Afu7g05440 Afu4g11070 Afu7g03750 Afu1g07320 Afu3g14230 Afu5g12660 Afu4g06800 Afu4g04760 Afu1g13020 Afu2g12940 Afu6g10965 Afu6g11410 Afu5g04130 Afu2g12030 Afu5g09540 Afu1g13790 Afu5g03490 Afu5g10740 Afu5g13220 Afu3g06700 Afu4g07170 Afu1g10470 Afu5g06040 Afu4g10660 Afu7g01270
"DNA methylation"	0.945485519591141	1	0.0409055783172035	0.276873217546413	0.540864145867911	6	Afu1g11090 Afu1g13790
"DNA recombination"	0.352640545144804	1	0.0894366833718621	0.575585919156589	1.12439111770007	6	Afu2g08750 Afu2g03210 Afu2g10500
"DNA repair"	0.722772277227723	1	0.0517405459873163	0.278367146058408	0.836670015746177	39	Afu7g02200 Afu6g14210 Afu7g01870 Afu4g06830 Afu4g10540 Afu4g10660 Afu3g06000 Afu1g10410 Afu6g12910 Afu2g15220 Afu2g09560 Afu5g13220 Afu2g06320 Afu5g12600 Afu2g12030 Afu3g06180 Afu7g05320 Afu7g01280 Afu4g09820 Afu6g11410 Afu2g10730 Afu2g12220 Afu2g05530
"DNA replication initiation"	0.787735849056604	1	0.0645031249656493	-0.320476599829212	-0.678736628310439	7	Afu2g17050 Afu5g02520 Afu2g09060
"DNA replication origin binding"	0.875598086124402	1	0.0601186142531851	-0.266331629765518	-0.606758699797711	11	Afu5g02520 Afu2g09060 Afu3g14010 Afu8g04240 Afu5g10890
"DNA replication preinitiation complex"	0.921951219512195	1	0.0585937568945671	-0.250901323516248	-0.562404434513007	10	Afu5g02520 Afu2g09060 Afu5g13380 Afu3g14010 Afu8g04240 Afu5g10890
"DNA strand elongation involved in DNA replication"	0.394607843137255	1	0.104343952581949	-0.447276914202155	-1.02397738678929	12	Afu2g09060 Afu3g14010 Afu6g05040 Afu5g10890 Afu3g08300 Afu2g12250 Afu4g07970
"DNA translocase activity"	0.983132530120482	1	0.0550211117163117	-0.238523668336571	-0.482571989176277	6	Afu3g02330 Afu3g05560 Afu4g13460 Afu7g05510 Afu5g12190 Afu3g11380
"DNA-binding transcription activator activity. RNA polymerase II-specific"	0.502450980392157	1	0.0899860794997137	-0.395736105684148	-0.905981977807771	12	Afu3g00690 Afu6g12522
"DNA-binding transcription factor activity"	0.615384615384615	1	0.0813027345384498	-0.3105703534362	-0.809211210980294	26	Afu6g12522 Afu2g13380 Afu1g11620 Afu1g13190 Afu2g11780 Afu6g04570 Afu5g06410
"DNA-binding transcription factor activity. RNA polymerase II-specific"	0.710843373493976	1	0.0706196247122591	-0.361205337854596	-0.730776864221388	6	Afu2g13380 Afu3g08050 Afu3g06740 Afu5g13310
"DNA-directed 5'-3' RNA polymerase activity"	0.487804878048781	1	0.0913924325943768	-0.406432890258995	-0.91103409344429	10	Afu6g04610 Afu1g14110 Afu2g05480 Afu2g15610
"DNA-directed DNA polymerase activity"	0.888059701492537	1	0.0613026075396207	-0.277255062384946	-0.608572214031899	9	Afu5g12640 Afu4g07970 Afu3g06780 Afu2g16600 Afu5g13020 Afu6g10560 Afu2g10730 Afu2g08840 Afu3g09560
