pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"1.3-beta-glucanosyltransferase activity"	1	1	0.0538979025357319	-0.172456401435327	-0.382695624386562	7	Afu8g02130 Afu6g11390 Afu3g13200 Afu2g12850 Afu2g01170
"2 iron. 2 sulfur cluster binding"	0.631578947368421	1	0.0762797180809272	-0.368507264933083	-0.817749394460354	7	Afu3g04300
"3'-5'-RNA exonuclease activity"	0.172248803827751	0.9366391184573	0.16440575583821	-0.642692996970793	-1.34461527192498	6	Afu3g09880 Afu7g00870 Afu4g12250
"90S preribosome"	0.000128358548248184	0.00521456602258247	0.518848077743792	-0.888141123687162	-1.97086173110427	7	Afu5g03090 Afu3g04110 Afu3g11110 Afu6g04590 Afu6g13370 Afu3g06010 Afu3g13280
"ATP binding"	0.790849673202614	1	0.0808589150280032	-0.242940196106415	-0.790538467180333	27	Afu6g03580 Afu2g15130 Afu4g13440 Afu2g15760 Afu5g12990 Afu6g04050 Afu5g11810 Afu6g06870 Afu5g11700
"ATP export"	0.404938271604938	1	0.103197466945307	-0.450026906153647	-1.05815592650924	9	Afu5g06520
"ATP hydrolysis activity"	0.956521739130435	1	0.0988903007520636	-0.188084492286102	-0.721286160731123	60	Afu6g03580 Afu8g03930 Afu2g15130 Afu5g07020 Afu4g11820 Afu1g09800 Afu2g10140 Afu4g13440 Afu4g12680 Afu2g09060 Afu7g05660 Afu7g03710 Afu5g11810 Afu3g05530 Afu5g11700 Afu3g10890
"Arp2/3 complex-mediated actin nucleation"	0.357876712328767	1	0.088894528862045	0.588250218564137	1.13202135978315	6	Afu5g01860 Afu5g11560 Afu1g13330 Afu3g10700 Afu6g02370 Afu6g06500
"Arp2/3 protein complex"	0.357876712328767	1	0.088894528862045	0.588250218564137	1.13202135978315	6	Afu5g01860 Afu5g11560 Afu1g13330 Afu3g10700 Afu6g02370 Afu6g06500
"CMG complex"	0.602739726027397	1	0.0619762736001998	0.458424922815238	0.882187185158194	6	Afu4g11620 Afu6g08210 Afu4g12430
"COP9 signalosome"	0.87041564792176	1	0.0614364107201271	-0.287681011625535	-0.652967662803985	8	Afu8g05500 Afu4g12630 Afu8g04880 Afu5g07260 Afu8g04440 Afu3g06700 Afu2g16250 Afu3g06610
"COPII-coated ER to Golgi transport vesicle"	0.109660574412533	0.734838900702538	0.219250346703755	-0.535847900929885	-1.37364557552162	12	Afu6g06620 Afu4g03040 Afu8g02130 Afu2g10930 Afu6g07290
"DNA binding"	0.934707903780069	1	0.0747385227439092	-0.193507505823582	-0.650053523816035	30	Afu4g12470 Afu5g04220 Afu8g05570 Afu5g04190 Afu2g13090 Afu6g05300 Afu2g05540 Afu4g04390 Afu2g08620 Afu2g14080
