pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"1.3-beta-glucanosyltransferase activity"	0.472505091649695	1	0.083129129135339	-0.475431749727866	-1.00592348242545	7	Afu8g02130 Afu6g11390 Afu3g13200 Afu2g12850
"2 iron. 2 sulfur cluster binding"	0.627291242362525	1	0.0684714904492088	-0.404865545444086	-0.856618767300058	7	Afu3g04300
"3'-5'-RNA exonuclease activity"	0.286852589641434	0.937082601054481	0.11146266692298	-0.582611991904245	-1.18998806830332	6	Afu3g09880 Afu4g12250
"90S preribosome"	0.000942952910915044	0.0558056677277903	0.477270815362862	-0.882839632277835	-1.86792135323829	7	Afu5g03090 Afu3g04110 Afu3g11110 Afu6g13370 Afu6g04590 Afu3g06010 Afu3g13280
"ATP binding"	0.506398537477148	1	0.0738052724171275	-0.325925185345637	-0.961919492067861	27	Afu6g03580 Afu2g15130
"ATP export"	0.385658914728682	0.988440761765244	0.0916795246008379	-0.482468729392039	-1.0877853994779	9	Afu5g06520
"ATP hydrolysis activity"	0.432862190812721	1	0.0802023444698144	-0.291571334383315	-1.01051424372925	60	Afu6g03580 Afu2g15130 Afu8g03930 Afu5g07020 Afu7g05660 Afu1g09800 Afu6g04170 Afu2g10140 Afu4g11820 Afu5g10890 Afu2g09060 Afu4g13440 Afu3g10890 Afu4g12680 Afu1g02480 Afu7g03710 Afu5g11810
"Arp2/3 complex-mediated actin nucleation"	0.226	0.873190633208517	0.128142916898415	0.62249909012057	1.26747934294885	6	Afu5g01860 Afu6g02370 Afu5g11560 Afu1g13330 Afu3g10700 Afu6g06500
"Arp2/3 protein complex"	0.226	0.873190633208517	0.128142916898415	0.62249909012057	1.26747934294885	6	Afu5g01860 Afu6g02370 Afu5g11560 Afu1g13330 Afu3g10700 Afu6g06500
"CMG complex"	0.579681274900398	1	0.0713052987340038	-0.442092549169876	-0.902976364901897	6	Afu5g10890 Afu5g02520 Afu3g14010
"COP9 signalosome"	0.397233201581028	0.998451020190151	0.0911073131586733	0.483376255144345	1.07387378920207	8	Afu3g06700 Afu5g07260 Afu3g06610 Afu2g16250 Afu8g04440 Afu8g05500 Afu8g04880
