pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"1.3-beta-glucanosyltransferase activity"	0.618444846292948	1	0.0633597010643758	0.45839997362676	0.887900863860692	7	Afu8g02130 Afu2g05340 Afu2g12850 Afu6g11390 Afu3g13200 Afu2g01170
"2 iron. 2 sulfur cluster binding"	0.636528028933092	1	0.0619762736001998	0.448315629225449	0.86836792620681	7	Afu4g06770 Afu3g04300 Afu4g05950 Afu2g14960
"3'-5'-RNA exonuclease activity"	0.914606741573034	1	0.0551351763385257	-0.305922061982203	-0.585565956645442	6	Afu7g00870 Afu4g12250 Afu3g11820 Afu4g12750 Afu5g07370 Afu3g09880
"90S preribosome"	0.157323688969259	1	0.148261500475107	0.689717652946726	1.33595317431235	7	Afu6g13370 Afu5g03090 Afu6g04590 Afu3g04110 Afu3g11110 Afu3g06010
"ATP binding"	0.550600343053173	1	0.066436413766281	0.350571475985377	0.918345330687248	27	Afu2g15130 Afu2g13410 Afu7g02200 Afu6g03580 Afu6g04050 Afu2g02680
"ATP export"	0.83005366726297	1	0.0490939668192139	0.329095951580703	0.684443793191199	9	Afu5g06520 Afu5g13410 Afu2g04720
"ATP hydrolysis activity"	0.989304812834225	1	0.0409055783172035	0.167127277710313	0.511758994190116	60	Afu2g15130 Afu2g13410 Afu7g02200 Afu8g03930 Afu6g03580 Afu7g05660 Afu5g07020 Afu2g02680 Afu5g10890 Afu5g03600 Afu1g15270 Afu1g09800 Afu3g10890 Afu5g01870 Afu5g11810 Afu6g14220 Afu4g11820 Afu5g11010 Afu5g04170 Afu2g15960 Afu2g09290 Afu6g04380 Afu6g04170 Afu1g02480 Afu2g09060 Afu2g09960
"Arp2/3 complex-mediated actin nucleation"	0.128089887640449	1	0.186432558434075	-0.716477447069653	-1.37141074099008	6	Afu6g02370 Afu1g13330 Afu3g10700 Afu5g11560 Afu6g06500 Afu5g01860
"Arp2/3 protein complex"	0.128089887640449	1	0.186432558434075	-0.716477447069653	-1.37141074099008	6	Afu6g02370 Afu1g13330 Afu3g10700 Afu5g11560 Afu6g06500 Afu5g01860
"CMG complex"	0.658886894075404	1	0.059989249649033	0.458753428806202	0.861286217093348	6	Afu5g10890 Afu4g11620 Afu4g12430 Afu3g14010
"COP9 signalosome"	0.18876404494382	1	0.151148761385484	-0.633826401244195	-1.32334741196413	8	Afu8g05500 Afu8g04880 Afu8g04440 Afu5g07260 Afu3g06700
"COPII-coated ER to Golgi transport vesicle"	0.949820788530466	1	0.0430173196927508	0.24782394191626	0.542613228368673	12	Afu8g02130 Afu4g03040 Afu6g06620 Afu2g10930 Afu1g11470
"DNA binding"	0.964028776978417	1	0.0557104226766671	-0.197990361939916	-0.524753614604865	30	Afu4g07290 Afu4g04390 Afu5g07510 Afu4g10160 Afu2g16820 Afu1g03840 Afu5g04190 Afu2g13090 Afu2g14680 Afu6g05300 Afu6g12330 Afu2g14080 Afu2g05540 Afu7g03860 Afu3g11610 Afu2g08620 Afu2g12330 Afu2g14720 Afu3g10920 Afu7g01920 Afu7g05510 Afu1g14680 Afu8g05570 Afu3g10120 Afu3g12730 Afu2g01260 Afu4g06530 Afu4g12470 Afu5g04220 Afu2g05830
"DNA damage checkpoint signaling"	0.917562724014337	1	0.0445961615888961	0.281584240037844	0.616531769946191	12	Afu5g12110 Afu1g04950 Afu4g04760 Afu1g07000 Afu7g03750 Afu5g12660 Afu4g12680
"DNA damage response"	0.983091787439614	1	0.0551351763385257	-0.192292073245243	-0.526324354670582	40	Afu8g05500 Afu3g12250 Afu1g13020 Afu8g04880 Afu2g14920 Afu5g03490 Afu1g09950 Afu3g06700 Afu6g13160 Afu5g10740 Afu5g12250
"DNA methylation"	0.732495511669659	1	0.0550211117163117	0.416363443928686	0.781701177668555	6	Afu1g11090 Afu1g13790 Afu2g03390
"DNA recombination"	0.450628366247756	1	0.0789209638180035	0.557547613795553	1.04676727187636	6	Afu2g08750 Afu2g10500 Afu4g06970 Afu5g12050
"DNA repair"	0.972696245733788	1	0.0396787203613389	0.205972906403941	0.587025308539888	39	Afu4g09820 Afu7g02200 Afu2g05530 Afu2g06320 Afu3g06000 Afu2g15220 Afu7g01870 Afu2g12220 Afu5g02570 Afu2g09010 Afu4g04760 Afu1g07000 Afu5g12600 Afu7g05320
"DNA replication initiation"	0.533453887884268	1	0.0706196247122591	0.488733380726746	0.946655357572433	7	Afu5g08110 Afu2g17050 Afu2g14110 Afu2g09060
"DNA replication origin binding"	0.740608228980322	1	0.0543434390269162	0.359504921264745	0.776969582933658	11	Afu5g08110 Afu5g10890 Afu6g04390 Afu3g14010 Afu2g09290 Afu2g09060
