pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"1.3-beta-glucanosyltransferase activity"	0.749158249158249	1	0.051011413203915	-0.411343242235658	-0.741935412854794	7	Afu6g12410 Afu8g02130
"2 iron. 2 sulfur cluster binding"	0.946127946127946	1	0.0403295396423143	-0.276676062931946	-0.499037659796656	7	Afu6g07670 Afu5g07750 Afu4g06770 Afu6g12490
"3'-5'-RNA exonuclease activity"	0.847665847665848	1	0.0629394692018967	0.343589469152175	0.689770663250011	6	Afu3g09880 Afu4g12250 Afu4g12750
"90S preribosome"	0.0163284940359323	0.623364272312946	0.352487857583619	0.782536141596726	1.67714129709686	7	Afu3g04110 Afu5g03090 Afu3g11110 Afu6g04590 Afu3g06010 Afu6g13370 Afu3g13280
"ATP binding"	0.973584905660377	1	0.0247086313801197	-0.223241419762163	-0.504430020512091	27	Afu1g12610 Afu5g04170 Afu1g07440 Afu3g14470
"ATP export"	0.627345844504021	1	0.0826646449123753	0.370161422938466	0.849472759626666	9	Afu5g06520 Afu2g11760 Afu4g12290
"ATP hydrolysis activity"	0.873913043478261	1	0.0225842720346634	-0.274629672759247	-0.694404619516389	60	Afu5g04170 Afu4g09440 Afu5g11130 Afu1g15270 Afu2g04620 Afu2g09960 Afu2g09290 Afu2g15960 Afu5g11010 Afu2g17110 Afu6g04170 Afu3g08000 Afu5g10890 Afu2g05510 Afu5g07050 Afu6g04380 Afu5g05570 Afu4g10000 Afu5g10550 Afu1g10410 Afu4g07310 Afu2g13410 Afu1g03100 Afu5g02170 Afu5g03600 Afu1g13330
"Arp2/3 complex-mediated actin nucleation"	0.583193277310924	1	0.0626618230932492	-0.530095439047309	-0.931601671121136	6	Afu5g01860 Afu1g13330 Afu3g10700 Afu5g11560 Afu6g06500
"Arp2/3 protein complex"	0.583193277310924	1	0.0626618230932492	-0.530095439047309	-0.931601671121136	6	Afu5g01860 Afu1g13330 Afu3g10700 Afu5g11560 Afu6g06500
"CMG complex"	0.643697478991597	1	0.0579754757571486	-0.479930693967155	-0.843441017575375	6	Afu4g11620 Afu5g10890 Afu6g08210
"COP9 signalosome"	0.946428571428571	1	0.03863723737086	-0.273098103202121	-0.506343551878442	8	Afu8g04440 Afu3g06610 Afu2g16250 Afu8g04880 Afu3g06700 Afu5g07260 Afu8g05500 Afu4g12630
"COPII-coated ER to Golgi transport vesicle"	0.310975609756098	1	0.135740943810425	0.449886789604997	1.14095578842189	12	Afu4g03040 Afu6g06620 Afu7g04290 Afu6g07290 Afu2g10930 Afu2g16800 Afu4g13190 Afu2g01530 Afu1g11770
"DNA binding"	0.994594594594595	1	0.096240602328129	0.144600366038461	0.465666722597327	30	Afu2g13090 Afu6g05300 Afu5g04190 Afu2g01260 Afu5g04220 Afu7g03860 Afu8g05570 Afu4g12470 Afu2g14080
"DNA damage checkpoint signaling"	0.219512195121951	1	0.16440575583821	0.49195918311464	1.24765538933647	12	Afu4g04760 Afu1g07000 Afu2g03290 Afu5g06750 Afu1g04950 Afu6g13160 Afu4g12680
"DNA damage response"	0.99883855981417	1	0.0184736429135616	-0.137098584064456	-0.328896423541203	40	Afu5g09540 Afu5g04130 Afu3g12250 Afu7g01270 Afu2g12940 Afu5g07320 Afu5g03490 Afu5g10740 Afu7g05440 Afu4g07170 Afu4g06800
"DNA methylation"	0.45945945945946	1	0.0952879846194844	0.50708932479509	1.01800366802277	6	Afu5g01980 Afu4g13320 Afu2g03390 Afu6g07550
"DNA recombination"	0.997542997542998	1	0.0552495663125249	0.20615823817292	0.413871545684678	6	Afu2g08750 Afu4g06970 Afu5g12050
"DNA repair"	1	1	0.108820126769161	0.135959079283888	0.476020931974291	39	Afu5g02570 Afu1g14310 Afu4g04760 Afu1g07000 Afu2g10730 Afu4g09820 Afu7g02200 Afu4g12210 Afu5g13220 Afu3g08220 Afu2g12220 Afu4g06970 Afu2g16700 Afu2g16850 Afu5g12600 Afu6g11410 Afu3g06780 Afu6g11470
"DNA replication initiation"	0.794117647058824	1	0.065981614400873	0.33819425551114	0.724822180354912	7	Afu2g17050 Afu5g02520 Afu2g09060 Afu5g08110
"DNA replication origin binding"	0.976993865030675	1	0.0344919215094074	-0.209227800398296	-0.405384286698543	11	Afu2g09290 Afu5g10890 Afu1g10720
"DNA replication preinitiation complex"	0.830721003134796	1	0.0430173196927508	-0.35389317742814	-0.672509358426995	10	Afu4g11620
"DNA strand elongation involved in DNA replication"	0.905487804878049	1	0.0702812841717392	0.236992450520302	0.601035448208734	12	Afu5g01870 Afu2g12250 Afu3g14010 Afu2g09060 Afu2g12220
"DNA translocase activity"	0.845208845208845	1	0.0630790410571939	0.345641390068205	0.693889982898192	6	Afu3g05560 Afu4g13460 Afu3g02330 Afu7g05510
"DNA-binding transcription activator activity. RNA polymerase II-specific"	0.780487804878049	1	0.0778840111977068	0.288557567569183	0.731809501008173	12	Afu6g12522 Afu3g06740 Afu2g01260
"DNA-binding transcription factor activity"	0.477611940298507	1	0.140406238523342	0.312519710565028	0.988550746157537	26	Afu1g13510 Afu2g11780 Afu2g13380 Afu5g06410 Afu6g12522 Afu6g05300 Afu8g02710 Afu1g11620 Afu8g05570 Afu4g12470 Afu6g04570 Afu1g04830
