pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"1.3-beta-glucanosyltransferase activity"	0.674473067915691	1	0.0718276293603809	-0.37437107958542	-0.82373432364229	7	Afu8g02130
"2 iron. 2 sulfur cluster binding"	0.892271662763466	1	0.0582216241124161	-0.279931019904055	-0.615936438259383	7	Afu3g04300
"3'-5'-RNA exonuclease activity"	0.339912280701754	1	0.106729884364606	-0.543448858796063	-1.14497326903053	6	Afu3g09880 Afu4g12250
"90S preribosome"	0.00103087279930371	0.0559248493622261	0.45505986738723	-0.888298958546049	-1.95453757437779	7	Afu5g03090 Afu3g04110 Afu3g11110 Afu6g04590 Afu6g13370 Afu3g13280 Afu3g06010
"ATP binding"	0.927958833619211	1	0.042077210988939	0.220350668391254	0.64855335498938	27	Afu1g07440 Afu3g14470 Afu5g04170 Afu2g13410 Afu1g12610 Afu1g10410 Afu5g05510 Afu7g02200
"ATP export"	0.58675799086758	1	0.0776798560117236	-0.378779518887387	-0.894468581382171	9	Afu5g06520
"ATP hydrolysis activity"	0.949367088607595	1	0.0589694466690997	-0.192044686016629	-0.696620765804607	60	Afu6g03580 Afu5g07020 Afu8g03930 Afu4g12680 Afu4g13440 Afu7g03710 Afu2g15130 Afu4g08300 Afu5g11700 Afu2g09060 Afu6g04170 Afu2g10140 Afu4g11820 Afu1g09800 Afu1g02480
"Arp2/3 complex-mediated actin nucleation"	0.435897435897436	1	0.0817515582532145	0.515066555845176	1.03227315164646	6	Afu5g01860 Afu6g02370 Afu5g11560 Afu3g10700 Afu1g13330
"Arp2/3 protein complex"	0.435897435897436	1	0.0817515582532145	0.515066555845176	1.03227315164646	6	Afu5g01860 Afu6g02370 Afu5g11560 Afu3g10700 Afu1g13330
"CMG complex"	0.642857142857143	1	0.0621124188949471	0.447145455219233	0.896148746342395	6	Afu4g11620 Afu4g12430 Afu6g08210
"COP9 signalosome"	0.804651162790698	1	0.0628003977812234	-0.310732155621362	-0.708876745458706	8	Afu8g04880 Afu8g05500 Afu8g04440 Afu4g12630 Afu5g07260 Afu2g16250 Afu3g06610 Afu3g06700
"COPII-coated ER to Golgi transport vesicle"	0.531707317073171	1	0.0865399737444125	-0.371792504467508	-0.936975855588156	12	Afu8g02130 Afu6g06620 Afu2g10930
"DNA binding"	0.940677966101695	1	0.0409055783172035	0.208664863819863	0.635625609160527	30	Afu3g12730 Afu3g10120 Afu3g11610 Afu4g06530 Afu2g01260 Afu2g16820 Afu3g10920 Afu2g05830 Afu2g14720
"DNA damage checkpoint signaling"	0.0804878048780488	0.834617883745154	0.248911114434702	-0.581907890094099	-1.46649982622785	12	Afu4g12680 Afu6g13160 Afu1g07000 Afu5g06750
"DNA damage response"	0.995061728395062	1	0.0555947097758869	-0.157235005007482	-0.530711731365547	40	Afu6g10980 Afu4g12680 Afu6g13160 Afu1g07000 Afu8g04880 Afu3g14010 Afu8g05500 Afu1g09950 Afu3g14230 Afu2g16130
"DNA methylation"	0.983516483516483	1	0.0424170054438747	0.233384379785605	0.467738443764845	6	Afu1g11090 Afu1g13790 Afu6g07550 Afu4g13320 Afu5g01980 Afu2g03390
"DNA recombination"	0.516483516483517	1	0.0728938564822936	0.490059697710415	0.98215553487131	6	Afu2g03210 Afu2g10500
"DNA repair"	0.695142378559464	1	0.0542315935495841	0.267041483931295	0.857517199144555	39	Afu6g14210 Afu4g06830 Afu7g01870 Afu4g10540 Afu1g10410 Afu7g02200 Afu6g12910 Afu3g06180 Afu4g10660 Afu2g09560 Afu7g05320 Afu2g10730 Afu4g09820 Afu5g13220 Afu3g08220 Afu4g12210 Afu2g12030
"DNA replication initiation"	0.723653395784543	1	0.0683110858318647	-0.35517980951239	-0.781507483120982	7	Afu2g17050 Afu5g02520 Afu2g09060
"DNA replication origin binding"	0.808612440191388	1	0.0639271933359996	-0.289110045798733	-0.712549472003409	11	Afu5g02520 Afu2g09060 Afu3g14010 Afu8g04240 Afu5g10890
"DNA replication preinitiation complex"	0.859618717504333	1	0.0460457683018055	0.289520989597637	0.681633330537901	10	Afu4g11620 Afu5g08110 Afu4g12430 Afu6g08210
"DNA strand elongation involved in DNA replication"	0.395121951219512	1	0.103958471559957	-0.409944882768268	-1.03312587709619	12	Afu2g09060 Afu3g14010 Afu5g10890 Afu2g12220 Afu3g08300 Afu4g07970 Afu6g05040 Afu2g12250 Afu5g01870
