,NCBI GeneID,Symbol,Description,Taxonomic Name,Common Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
0,3509526,AFUA_4G06890,14-alpha sterol demethylase Cyp51A,Aspergillus fumigatus Af293,,"9204,59633752234","-0,190663310431802","0,237734678843989","-0,802000412219722","0,422552719795292","0,859170259211269"
1,3513640,AFUA_2G07680,L-ornithine N5-oxygenase SidA,Aspergillus fumigatus Af293,,"1335,84006746676","0,317042101992448","0,385213395128046","0,823029795957802","0,410491049580998","0,854116213170571"
2,3511045,AFUA_5G09360,calcineurin catalytic subunit CnaA,Aspergillus fumigatus Af293,,"688,603273235687","0,105194160429489","0,0902353402689408","1,16577562755307","0,243705173731889","0,769962723831759"
3,3508160,AFUA_6G09660,nonribosomal peptide synthase GliP,Aspergillus fumigatus Af293,,"58,28291540535","0,0776882599059545","0,280723421798215","0,276743064074636","0,781977402405562","0,952384674424519"
4,3508187,AFUA_6G09930,"bZIP transcription factor AP-1/Yap1, putative",Aspergillus fumigatus Af293,,"4921,48305177471","-0,0597698180971453","0,209742881184693","-0,284967088082069","0,775669356839799","0,950849170847922"
5,3505356,AFUA_5G03490,nucleoside diphosphate kinase,Aspergillus fumigatus Af293,,"6707,90534999398","0,387502415292326","0,222730349786835","1,73978272679582","0,0818971766370595","0,593855159122149"
6,3506605,AFUA_7G05620,"APSES transcription factor (MbpA), putative",Aspergillus fumigatus Af293,,"193,71931180504","0,170041149201257","0,148755770890739","1,143089428955","0,253001462830606","0,779318965321787"
7,3509030,AFUA_4G10330,CaaX farnesyltransferase beta subunit Ram1,Aspergillus fumigatus Af293,,"1073,81340669468","0,0562480127994862","0,185678920222504","0,302931602209248","0,761941987137448","0,946071164516646"
8,3509722,AFUA_4G10010,Hsp90 co-chaperone Cdc37,Aspergillus fumigatus Af293,,"7664,43576330289","0,357630023206289","0,322205945028281","1,10994234813048","0,267023870412059","0,792624092112761"
9,3510437,AFUA_1G12490,sexual development activator VeA,Aspergillus fumigatus Af293,,"1227,10768668204","-0,0742945229632429","0,21115675131228","-0,351845358964482","0,7249542393007","0,938232673942168"
10,3511405,AFUA_5G08420,"high osmolarity signaling protein Sho1, putative",Aspergillus fumigatus Af293,,"1559,07934662862","-0,00716817380683739","0,190446324343922","-0,0376388141463553","0,969975660621522","0,991499310817823"
11,3511985,AFUA_3G08990,"cell surface protein, putative",Aspergillus fumigatus Af293,,"124,559401988549","-0,0257406981765021","0,144067473349984","-0,178671129422601","0,858195939748922","0,969861848360602"
12,3512323,AFUA_3G10000,cAMP-dependent protein kinase regulatory subunit PkaR,Aspergillus fumigatus Af293,,"963,041406428275","0,0295159623751629","0,18818374722084","0,156846501417176","0,87536582353898","0,974324911068723"
13,3513486,AFUA_2G12200,cAMP-dependent protein kinase catalytic subunit PkaC1,Aspergillus fumigatus Af293,,"843,059701661034","0,189310048925901","0,160994652536558","1,17587786888085","0,239643683737665","0,769176343569992"
14,3509858,AFUA_1G14660,regulator of secondary metabolism LaeA,Aspergillus fumigatus Af293,,"425,616308199412","0,159416287314679","0,238883081053261","0,667340217698949","0,504554842660349","0,888995165594968"
15,3510755,AFUA_5G09100,MAP kinase MpkC,Aspergillus fumigatus Af293,,"1982,42884943057","-0,106069163764675","0,474999864858203","-0,223303566194359","0,823299251918071","0,96247094604323"
16,3513229,AFUA_2G07900,APSES transcription factor StuA,Aspergillus fumigatus Af293,,"1503,69978014556","0,10596925542693","0,207347796706375","0,511070081815208","0,609301984528615","0,914829969101248"
17,3507334,AFUA_1G04830,transcription factor AbaA,Aspergillus fumigatus Af293,,"25,0412336560582","0,320720491460671","0,292928124160613","1,09487777037353","0,273570189091311","0,79891356566625"
18,3510052,AFUA_1G16590,C2H2 type conidiation transcription factor BrlA,Aspergillus fumigatus Af293,,"95,0971977583912","-0,311500399062759","0,362917306561309","-0,858323351989654","0,390713938293213","0,847898595387596"
19,3503902,AFUA_4G04040,phosphopantetheinyl transferase PptB,Aspergillus fumigatus Af293,,"91,8771283424096","0,14466173324171","0,140866291018428","1,02694358029761","0,304447031658786","0,809141724494189"
20,3504130,AFUA_7G02500,"polysaccharide synthase Cps1, putative",Aspergillus fumigatus Af293,,"879,371844610542","-0,147734754327544","0,33745914595823","-0,43778559892945","0,661541711337888","0,924525180205043"
21,3504159,AFUA_7G01220,"farnesyl-diphosphate farnesyltransferase, putative",Aspergillus fumigatus Af293,,"816,789468144529","0,193432765127702","0,285423210970696","0,677705097878537","0,497958693496434","0,887769720362371"
22,3504251,AFUA_7G02380,"ferulic acid esterase (FaeA), putative",Aspergillus fumigatus Af293,,"62,0942648584659","-0,411178706250782","0,276399513463102","-1,48762456597331","0,136849931147643","0,67784361472256"
23,3504437,AFUA_8G01410,class V chitinase ChiB1,Aspergillus fumigatus Af293,,"18,3676063243077","-0,678762311759059","0,478969603098305","-1,41713024661347","0,15644485081117","0,696011854681902"
24,3504496,AFUA_8G00440,"steroid monooxygenase, putative",Aspergillus fumigatus Af293,,"1209,79617950561","-0,160287192703035","0,45623960583378","-0,351322398699056","0,725346492878302","0,938232673942168"
25,3504830,AFUA_8G04500,mannosyltransferase PMTI,Aspergillus fumigatus Af293,,"1949,15884899587","-0,0871857340574121","0,107582293224953","-0,810409700740515","0,417704744317006","0,857300430586507"
26,3504957,AFUA_8G04340,cystathionine gamma-lyase,Aspergillus fumigatus Af293,,"496,565329070988","-0,056765908400617","0,194470601910329","-0,291899689942811","0,770363320560589","0,949421273989238"
27,3504960,AFUA_8G07080,elastinolytic metalloproteinase Mep,Aspergillus fumigatus Af293,,"253,884486614263","-0,225324420503164","0,517724656986729","-0,43522057035993","0,663402332836164","0,924801328687883"
28,3505180,AFUA_6G03440,"fructosyl amino acid oxidase, putative",Aspergillus fumigatus Af293,,"78,9504125009062","0,441292390668427","0,496137154700475","0,889456446644963","0,373757820252677","0,8426396748333"
29,3505192,AFUA_6G05300,CCAAT-binding factor complex subunit HapE,Aspergillus fumigatus Af293,,"661,722998578522","0,13738475001905","0,12591767312246","1,09106804956155","0,275242940436451","0,800011996686167"
30,3505331,AFUA_6G02860,isocitrate lyase,Aspergillus fumigatus Af293,,"566,7594982671","0,00635137032308576","0,217508605231597","0,0292005473361526","0,976704644709921","0,993838003160925"
31,3505544,AFUA_5G01980,histone deacetylase HdaA,Aspergillus fumigatus Af293,,"208,114214685825","0,176837760579948","0,166368805245743","1,06292619171449","0,287815424177519","0,806711438761868"
32,3505667,AFUA_5G03920,bZIP transcription factor HapX,Aspergillus fumigatus Af293,,"572,29276542056","-0,0134001480450996","0,158238309366393","-0,0846833367896532","0,932513143691085","0,985054376117102"
33,3505886,AFUA_3G03640,MFS siderochrome iron transporter MirB,Aspergillus fumigatus Af293,,"121,33731949488","-1,01122726174658","0,731565945476191","-1,38227765794696","0,166886463328851","0,707668970772037"
34,3506240,AFUA_7G05450,"SUN domain protein (Uth1), putative",Aspergillus fumigatus Af293,,"13861,1328313167","-0,109505251463165","0,114329017226137","-0,957808036139847","0,338159566179935","0,826672669951907"
35,3506329,AFUA_7G05060,MgtC/SapB family membrane protein,Aspergillus fumigatus Af293,,"30,1998448912098","0,368358481653789","0,394707610444118","0,933243930207776","0,350694037558272","0,832953364919086"
36,3506370,AFUA_7G03740,14-alpha sterol demethylase Cyp51B,Aspergillus fumigatus Af293,,"3968,89508234708","0,229152482451929","0,17416977673781","1,31568453921192","0,188279945565371","0,727004215610904"
37,3506582,AFUA_7G05180,Defensin domain protein,Aspergillus fumigatus Af293,,"6,39231058352247","-0,394922630784699","0,540338511105381","-0,730880036621484","0,464852430796711","0,87440204261409"
38,3506941,AFUA_2G01900,"RNA polymerase II transcription elongation factor Rtf1p, putative",Aspergillus fumigatus Af293,,"621,134914345541","0,0804198544999794","0,159822023293984","0,503183809355558","0,61483504690624","0,915924131402865"
39,3507101,AFUA_2G05060,"alternative oxidase AlxA, putative",Aspergillus fumigatus Af293,,"80501,4206565279","-0,43067577196196","0,250083114660805","-1,72213055066152","0,0850458719827085","0,59993164931978"
40,3507629,AFUA_1G06210,N-acetylglucosamine-phosphate mutase,Aspergillus fumigatus Af293,,"865,935364765695","0,10067472877143","0,15022838322402","0,67014452669243","0,502765662602746","0,888972909801827"
41,3507698,AFUA_1G06900,"C2H2 transcription factor Crz1, putative",Aspergillus fumigatus Af293,,"906,738144480245","-0,0940889522608484","0,110448358313038","-0,851881854089468","0,394279669208008","0,847898595387596"
42,3507713,AFUA_1G07070,cyclin-dependent protein kinase regulator Pho80,Aspergillus fumigatus Af293,,"1706,61468627037","0,00508648817568582","0,120006175783812","0,0423852201144129","0,966191610401541","0,990716788795935"
43,3508164,AFUA_6G09700,gliotoxin biosynthesis protein GliK,Aspergillus fumigatus Af293,,"2,37864250975559","-1,32080313082685","1,07754722485775","-1,22574964730777","0,220292900903739","0,751078101200005"
44,3508165,AFUA_6G09710,MFS gliotoxin efflux transporter GliA,Aspergillus fumigatus Af293,,"59,8465711748774","-1,95720831907174","0,774308380782923","-2,52768582601774","0,0114817045158367","0,345901447460507"
45,3508349,AFUA_6G11610,"1,4-beta-D-glucan-cellobiohydrolyase, putative",Aspergillus fumigatus Af293,,"2,24294333612065","-1,65494945111911","0,77264447876743","-2,1419287869101","0,0321992129717644","0,49538531055943"
46,3508391,AFUA_6G12070,FAD binding domain protein,Aspergillus fumigatus Af293,,"3,27090965931118","-1,09554291010469","0,961009812057205","-1,13999138859934","0,254289888786886","0,781106186203797"
47,3508842,AFUA_6G06900,Rho GTPase Rho1,Aspergillus fumigatus Af293,,"5431,15994997174","0,0665245031652807","0,130431083859879","0,510035654052735","0,61002648337192","0,91508724231005"
48,3508953,AFUA_4G08070,peptide N-myristoyl transferase (Nmt1),Aspergillus fumigatus Af293,,"570,851377352142","0,343809251869048","0,184555044672682","1,86290898999164","0,0624750717760257","0,559386558445003"
49,3509230,AFUA_4G13720,MAP kinase MpkA,Aspergillus fumigatus Af293,,"1959,96918071155","0,0878481007494725","0,111559859283779","0,787452595525507","0,431016968153681","0,861765445671053"
50,3509234,AFUA_4G08510,"mRNA capping nucleoside-triphosphatase, putative",Aspergillus fumigatus Af293,,"490,386912338731","0,0121929855373433","0,128024698318305","0,095239322548749","0,924124737046325","0,983695897199266"
51,3509271,AFUA_4G11800,alkaline serine protease Alp1,Aspergillus fumigatus Af293,,"3711,77264119683","-0,0900846542893994","0,272930811689962","-0,330064069100897","0,741351551931165","0,940204234522419"
52,3509324,AFUA_4G08630,phytase,Aspergillus fumigatus Af293,,"46,0336537883472","-0,118917635008206","0,248160666987621","-0,479196145189832","0,631799096326155","0,919789200670825"
53,3509342,AFUA_4G10150,"alpha-glucosidase AgdA, putative",Aspergillus fumigatus Af293,,"94,2914179012573","0,014867252130269","0,203424907708102","0,0730847185714457","0,941738701949402","0,988140972242008"
54,3509467,AFUA_4G11510,mannose-1-phosphate guanylyltransferase,Aspergillus fumigatus Af293,,"4135,87602538032","-0,0672550382733714","0,146606399779618","-0,458745582556223","0,646416876576181","0,922576850009173"
55,3509491,AFUA_4G12470,bZIP transcription factor CpcA,Aspergillus fumigatus Af293,,"9835,74716260166","-0,0867333301426419","0,173134543749957","-0,50095912845621","0,61639988772018","0,915924131402865"
56,3509523,AFUA_4G09080,"C2H2 transcription factor (Seb1), putative, putative",Aspergillus fumigatus Af293,,"1077,04563418495","-1,64588072760139","0,569164258785054","-2,89174996883099","0,00383102697599228","0,23460766858013"
