,NCBI GeneID,Symbol,Description,Taxonomic Name,Common Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
0,3509526,AFUA_4G06890,14-alpha sterol demethylase Cyp51A,Aspergillus fumigatus Af293,,"9332,29466737512","1,63920219728906","0,260875429882719","6,28346716295202",,
1,3513640,AFUA_2G07680,L-ornithine N5-oxygenase SidA,Aspergillus fumigatus Af293,,"1335,84006746676","-0,1497425565494","0,514308040443466","-0,291153442633881","0,770933968137201","0,962410984638617"
2,3511045,AFUA_5G09360,calcineurin catalytic subunit CnaA,Aspergillus fumigatus Af293,,"688,603273235687","-0,266500775740665","0,141326781328428","-1,88570611483287","0,0593345684324241","0,851356483361074"
3,3508160,AFUA_6G09660,nonribosomal peptide synthase GliP,Aspergillus fumigatus Af293,,"58,28291540535","-0,0322433123384707","0,450896456936108","-0,0715093495246504","0,942992383764663","0,990997685374695"
4,3508187,AFUA_6G09930,"bZIP transcription factor AP-1/Yap1, putative",Aspergillus fumigatus Af293,,"4921,48305177471","0,315401854441648","0,275244697415989","1,14589620582215","0,251838101344685","0,859947866339929"
5,3505356,AFUA_5G03490,nucleoside diphosphate kinase,Aspergillus fumigatus Af293,,"6707,90534999398","-0,0832941155787016","0,298429319270635","-0,279108352296864","0,780161673538052","0,965561818324485"
6,3506605,AFUA_7G05620,"APSES transcription factor (MbpA), putative",Aspergillus fumigatus Af293,,"193,71931180504","-0,18702717651428","0,239905150147731","-0,779588001337657","0,435633420691792","0,902751394204404"
7,3509030,AFUA_4G10330,CaaX farnesyltransferase beta subunit Ram1,Aspergillus fumigatus Af293,,"1073,81340669468","0,279325717111723","0,256927570873298","1,08717688865502","0,276958642623138","0,869364044092896"
8,3509722,AFUA_4G10010,Hsp90 co-chaperone Cdc37,Aspergillus fumigatus Af293,,"7664,43576330289","0,223642441563392","0,423032944396072","0,528664361785505","0,597038303672624","0,925404150571433"
9,3510437,AFUA_1G12490,sexual development activator VeA,Aspergillus fumigatus Af293,,"1227,10768668204","-0,0503033678192073","0,292274989886131","-0,172109723924053","0,863351268252404","0,980212049628063"
10,3511405,AFUA_5G08420,"high osmolarity signaling protein Sho1, putative",Aspergillus fumigatus Af293,,"1559,07934662862","-0,0659570442097276","0,263327658025746","-0,250475186329569","0,80221989166836","0,966029039987448"
11,3511985,AFUA_3G08990,"cell surface protein, putative",Aspergillus fumigatus Af293,,"124,559401988549","0,175944912812518","0,238182569620284","0,738697685111945","0,46009059176171","0,906361044607651"
12,3512323,AFUA_3G10000,cAMP-dependent protein kinase regulatory subunit PkaR,Aspergillus fumigatus Af293,,"963,041406428275","0,0977429073483586","0,26491598949016","0,368958127202771","0,71215893582511","0,951944916486806"
13,3513486,AFUA_2G12200,cAMP-dependent protein kinase catalytic subunit PkaC1,Aspergillus fumigatus Af293,,"843,059701661034","-0,139541186830231","0,236609698659776","-0,589752607862785","0,55535651982996","0,92017497802681"
14,3509858,AFUA_1G14660,regulator of secondary metabolism LaeA,Aspergillus fumigatus Af293,,"425,616308199412","-0,290820241867593","0,349660700026107","-0,831721271066147","0,405566291314905","0,89793421220987"
15,3510755,AFUA_5G09100,MAP kinase MpkC,Aspergillus fumigatus Af293,,"1982,42884943057","0,509483899956361","0,619741584714084","0,822090872264784","0,411025180030008","0,899272277333397"
16,3513229,AFUA_2G07900,APSES transcription factor StuA,Aspergillus fumigatus Af293,,"1503,69978014556","0,391588670759463","0,279115977215546","1,40296042765427","0,16062863968704","0,851356483361074"
17,3507334,AFUA_1G04830,transcription factor AbaA,Aspergillus fumigatus Af293,,"25,0412336560582","-0,656676618934552","0,499099374691542","-1,3157231850679","0,188266969456714","0,851356483361074"
18,3510052,AFUA_1G16590,C2H2 type conidiation transcription factor BrlA,Aspergillus fumigatus Af293,,"95,0971977583912","0,212086052906268","0,534768256291169","0,396594319896938","0,691666641855841","0,946587112188299"
19,3503902,AFUA_4G04040,phosphopantetheinyl transferase PptB,Aspergillus fumigatus Af293,,"91,8771283424096","-0,429155427543466","0,264231614784333","-1,6241638151201","0,104340851292057","0,851356483361074"
20,3504130,AFUA_7G02500,"polysaccharide synthase Cps1, putative",Aspergillus fumigatus Af293,,"879,371844610542","-0,832982051630408","0,462395182213783","-1,80145054202855","0,0716318960106923","0,851356483361074"
21,3504159,AFUA_7G01220,"farnesyl-diphosphate farnesyltransferase, putative",Aspergillus fumigatus Af293,,"816,789468144529","-0,410117507110328","0,396310747037798","-1,03483821767572","0,3007444715431","0,869688029205351"
