,NCBI GeneID,Symbol,Description,Taxonomic Name,Common Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
0,3509526,AFUA_4G06890,14-alpha sterol demethylase Cyp51A,Aspergillus fumigatus Af293,,"9490,00649772238","0,0986774893129321","0,0947715213552513","1,04121457481978","0,297775972855201","0,998702119051365"
1,3513640,AFUA_2G07680,L-ornithine N5-oxygenase SidA,Aspergillus fumigatus Af293,,"1296,4427368914","0,00605186999325914","0,189813263412473","0,0318832829932867","0,97456513010121","0,998702119051365"
2,3511045,AFUA_5G09360,calcineurin catalytic subunit CnaA,Aspergillus fumigatus Af293,,"739,692282383444","-0,00723270837072249","0,0593222212975053","-0,121922413094579","0,902960464965761","0,998702119051365"
3,3508160,AFUA_6G09660,nonribosomal peptide synthase GliP,Aspergillus fumigatus Af293,,"66,1565032016012","-0,0489115077653271","0,178512734281222","-0,273994502197663","0,784088846660073","0,998702119051365"
4,3508187,AFUA_6G09930,"bZIP transcription factor AP-1/Yap1, putative",Aspergillus fumigatus Af293,,"5568,56136235867","0,136235315137069","0,136635867002439","0,997068472033315","0,318731275213644","0,998702119051365"
5,3505356,AFUA_5G03490,nucleoside diphosphate kinase,Aspergillus fumigatus Af293,,"7121,66228192472","-0,0855127806305028","0,145201403685798","-0,588925302785255","0,555911383226039","0,998702119051365"
6,3506605,AFUA_7G05620,"APSES transcription factor (MbpA), putative",Aspergillus fumigatus Af293,,"214,936212142502","0,0591521195027013","0,0904652327463245","0,653865774806228","0,513198285640596","0,998702119051365"
7,3509030,AFUA_4G10330,CaaX farnesyltransferase beta subunit Ram1,Aspergillus fumigatus Af293,,"1162,06965960339","-0,0795058050932761","0,125003220213092","-0,636030055527715","0,524756832452379","0,998702119051365"
8,3509722,AFUA_4G10010,Hsp90 co-chaperone Cdc37,Aspergillus fumigatus Af293,,"8670,58471098739","0,134318663373073","0,215247530082985","0,624019533795761","0,532614756679039","0,998702119051365"
9,3510437,AFUA_1G12490,sexual development activator VeA,Aspergillus fumigatus Af293,,"1395,08299213247","-0,10744932877551","0,138198761090844","-0,777498495119495","0,436864721969902","0,998702119051365"
